id,正體,簡體,聲母,韻母,聲調,詞例,讀音說明,備註（含义）,声母音标,韵母音标
2209,砌,砌,q,i,5,堆砌,,,tɕʰ,i
2211,蔬,蔬,sh,v,1,蔬菜,,,ʂ,ʋ
2212,驟,骤,ch,eu,6,步驟,,,tʂʰ,əɯ
2213,穆,穆,m,oh,8,肅穆,,,m,ɔʔ
2214,冶,冶,,ia,3,陶冶,,,,ia
2215,枯,枯,k,v,1,枯萎,,,kʰ,ʋ
2216,凸,凸,t,eh,8,凸透鏡,,,tʰ,əʔ
2217,紳,绅,sh,en,1,紳士,,,ʂ,əŋ
2218,坯,坯,p,i,1,泥坯,,,pʰ,i
2219,焰,焰,,in,6,火焰,,,,ĩ
2220,犧,牺,x,i,1,犧牲,,,ɕ,i
2221,冊,册,c,eh,7,冊封,,,tsʰ,əʔ
2222,轟,轰,h,on,1,轟炸,,,x,ɔŋ
2223,緻,致,ch,r,6,精緻,,,tʂʰ,ʅ
2224,晉,晋,j,ien,5,晉升,,,tɕ,iəŋ
2225,瘦,瘦,sh,eu,5,胖瘦,,,ʂ,əɯ
2226,喪,丧,s,an,1,喪事,,,s,aŋ
2227,喪,丧,s,an,5,喪失,,,s,aŋ
2228,壟,垄,l,on,3,田壟,,,l,ɔŋ
2229,錠,锭,d,ien,5,紡錠,,,t,iəŋ
2230,錦,锦,j,ien,3,錦繡,,,tɕ,iəŋ
2231,旬,旬,q,yen,2,上旬,,,tɕʰ,yəŋ
2232,鍛,锻,d,un,5,鍛煉,,,t,ʊ̃
2233,邀,邀,,io,1,邀請,,,,iɔ
2234,欣,欣,x,ien,1,欣賞,,,ɕ,iəŋ
2235,亭,亭,t,ien,2,涼亭,,,tʰ,iəŋ
2236,酯,酯,zh,r,3,一種有機化合物,,,tʂ,ʅ
2237,舒,舒,sh,v,1,舒服,,,ʂ,ʋ
2238,邁,迈,m,ae,6,邁進,,,m,ɛ
2239,憂,忧,,ieu,1,憂傷,,,,iəɯ
2240,脆,脆,c,uei,5,脆餅,,,tsʰ,uəi
2241,脆,脆,q,y,5,,白讀,,tɕʰ,y
2242,閒,闲,x,iaen,2,休閒,,,ɕ,iɛ̃
2243,閒,闲,h,aen,2,闲乐，闲暇,白讀,,x,ɛ̃
2244,撲,扑,p,oh,7,撲火,,,pʰ,ɔʔ
2245,漲,涨,zh,an,3,漲價,,,tʂ,aŋ
2246,羽,羽,,y,3,羽毛,,,,y
2247,酚,酚,f,en,1,化學物,,,f,əŋ
2248,頑,顽,k,uaen,2,頑皮,,,kʰ,uɛ̃
2249,頑,顽,v,aen,2,頑皮,,,ʋ,ɛ̃
2250,卸,卸,x,ia,5,卸貨,,,ɕ,ia
2251,拌,拌,p,un,6,攪拌,,,pʰ,ʊ̃
2252,仗,仗,zh,an,5,打仗,,,tʂ,aŋ
2253,仗,仗,ch,an,6,儀仗隊,,,tʂʰ,aŋ
2254,陪,陪,p,ei,2,陪同,,,pʰ,əi
2255,陪,陪,p,i,2,,白讀,,pʰ,i
2256,姚,姚,,io,2,姓氏,,,,iɔ
2257,懲,惩,ch,en,2,懲罰,,,tʂʰ,əŋ
2258,杭,杭,h,an,2,杭州,,,x,aŋ
2259,捉,捉,zh,uah,7,捉鬼,,,tʂ,uaʔ
2260,肚,肚,d,v,3,肚子,,,t,ʋ
2261,肚,肚,t,v,6,肚腸,,,tʰ,ʋ
2262,飄,飘,p,io,1,飄揚,,,pʰ,iɔ
2263,漂,漂,p,io,5,漂亮,,,pʰ,iɔ
2264,漂,漂,p,io,1,漂泊,,,pʰ,iɔ
2265,漂,漂,p,io,3,漂白,,,pʰ,iɔ
2266,搜,搜,s,eu,1,搜索,,,s,əɯ
2267,吾,吾,v,v,2,吾輩,,,ʋ,ʋ
2268,昆,昆,k,uen,1,昆蟲，昆明,,,kʰ,uəŋ
2269,欺,欺,q,i,1,欺騙,,,tɕʰ,i
2270,郎,郎,l,an,2,新郎,,,l,aŋ
2271,汁,汁,zh,eh,7,果汁,,,tʂ,əʔ
2272,烷,烷,,un,2,甲烷,,,,ʊ̃
2273,蕭,萧,x,io,1,蕭瑟,,,ɕ,iɔ
2274,郵,邮,,ieu,2,郵局,,,,iəɯ
2275,雅,雅,,ia,3,文雅,,,,ia
2276,飾,饰,sh,eh,7,裝飾,,,ʂ,əʔ
2277,屍,尸,sh,r,1,屍體,,,ʂ,ʅ
2278,燕,燕,,in,5,燕子,,,,ĩ
2279,燕,燕,,in,1,燕京,,,,ĩ
2280,遷,迁,q,in,1,變遷,,,tɕʰ,ĩ
2281,姻,姻,,ien,1,婚姻,,,,iəŋ
2282,撒,撒,s,aeh,7,撒手,,,s,ɛʔ
2283,赴,赴,f,v,5,奔赴,,,f,ʋ
2284,宴,宴,,in,5,宴會,,,,ĩ
2285,債,债,zh,ae,5,還債,,,tʂ,ɛ
2286,帳,帐,zh,an,5,蚊帳,,,tʂ,aŋ
2287,煩,烦,f,aen,2,煩惱,,,f,ɛ̃
2288,斑,斑,b,aen,1,斑馬,,,p,ɛ̃
2289,旨,旨,zh,r,3,聖旨,,,tʂ,ʅ
2290,鈴,铃,l,ien,2,鈴聲,,,l,iəŋ
2291,醇,醇,sh,uen,2,甲醇,,,ʂ,uəŋ
2292,董,董,d,on,3,董事,,,t,ɔŋ
2293,姿,姿,z,z,1,姿勢,,,ts,ɿ
2294,雛,雏,ch,v,2,雛雞,,,tʂʰ,ʋ
2295,餅,饼,b,ien,3,餅乾,,,p,iəŋ
2296,傅,傅,f,v,5,師傅,,,f,ʋ
2297,妥,妥,t,u,3,妥協,,,tʰ,ʊ
2298,腹,腹,f,oh,7,腹部,,,f,ɔʔ
2299,拆,拆,ch,eh,7,拆遷,,,tʂʰ,əʔ
2300,捅,捅,t,on,3,捅桌子,,,tʰ,ɔŋ
2301,揉,揉,r,eu,2,揉搓,,,ɻ,əɯ
2302,澱,淀,t,in,6,沉澱，澱粉,,,tʰ,ĩ
2303,賢,贤,x,in,2,賢人,,,ɕ,ĩ
2304,歪,歪,h,uae,1,歪斜,,本字为“竵”,x,uɛ
2305,葡,葡,p,v,2,葡萄,,,pʰ,ʋ
2306,丟,丢,d,ieu,1,丟失,,,t,iəɯ
2307,徽,徽,h,uei,1,安徽,,,x,uəi
2308,浩,浩,h,o,6,浩大,,,x,ɔ
2309,胺,胺,,un,5,甲胺磷,,,,ʊ̃
2310,胺,胺,,uh,7,胺臭,,,,ʊʔ
2311,墊,垫,t,in,6,坐墊,,,tʰ,ĩ
2312,昂,昂,ng,an,2,昂揚,,,ŋ,aŋ
2313,擋,挡,d,an,3,抵擋,,,t,aŋ
2314,覽,览,l,aen,3,遊覽,,,l,ɛ̃
2315,貪,贪,t,un,1,貪污,,,tʰ,ʊ̃
2316,慰,慰,v,ei,5,安慰,,,ʋ,əi
2317,抹,抹,m,aeh,8,一抹而過,,本字“㩢”,m,ɛʔ
2318,繳,缴,j,io,3,繳納,,,tɕ,iɔ
2319,繳,缴,zh,ah,7,繫在箭尾的絲繩,,,tʂ,aʔ
2320,馮,冯,f,on,2,姓氏,,,f,ɔŋ
2321,馮,冯,p,ien,2,暴虎馮河,,,pʰ,iəŋ
2322,樑,梁,l,ian,2,棟樑,,,l,iaŋ
2323,汪,汪,v,an,1,汪洋,,,ʋ,aŋ
2324,慌,慌,h,uan,1,慌張,,,x,uaŋ
2325,諾,诺,n,ah,8,承諾,,,n,aʔ
2326,姜,姜,j,ian,1,姓氏,,,tɕ,iaŋ
2327,誼,谊,,i,6,友誼,,,,i
2328,闆,板,b,aen,3,老闆,,,p,ɛ̃
2329,劣,劣,l,ih,8,惡劣,,,l,iʔ
2330,耀,耀,,io,6,照耀,,,,iɔ
2331,誣,诬,f,v,2,誣告,,,f,ʋ
2332,攪,搅,j,io,3,攪拌,,,tɕ,iɔ
2333,昏,昏,h,uen,1,黃昏,,,x,uəŋ
2334,盈,盈,,ien,2,盈利,,,,iəŋ
2335,躺,躺,t,an,3,躺倒,,,tʰ,aŋ
2336,喬,乔,q,io,2,喬木,,,tɕʰ,iɔ
2337,溪,溪,q,i,1,溪水,,,tɕʰ,i
2338,騎,骑,q,i,2,騎馬，動詞,,,tɕʰ,i
2339,騎,骑,q,i,6,坐騎，名詞,,,tɕʰ,i
2340,叢,丛,c,on,2,草叢,,,tsʰ,ɔŋ
2341,盧,卢,l,v,2,盧溝橋,,,l,ʋ
2342,譽,誉,,y,6,名譽,,,,y
2343,咨,咨,z,z,1,咨詢,,,ts,ɿ
2344,悶,闷,m,en,6,沉悶,,,m,əŋ
2345,屏,屏,p,ien,2,屏風,,,pʰ,iəŋ
2346,屏,屏,b,ien,5,屏氣,,,p,iəŋ
2347,屏,屏,b,ien,1,屏營,,,p,iəŋ
2348,駕,驾,j,ia,5,駕駛,,,tɕ,ia
2349,駕,驾,g,a,5,,白讀,,k,a
2350,倆,俩,l,ian,3,伎倆,,,l,iaŋ
2351,悟,悟,v,v,6,覺悟,,,ʋ,ʋ
2352,纜,缆,l,aen,3,纜繩,,,l,ɛ̃
2353,摘,摘,zh,eh,7,摘取,,,tʂ,əʔ
2354,擲,掷,ch,eh,8,投擲,,,tʂʰ,əʔ
2355,餌,饵,,er,3,魚餌,,,,ɚ
2356,堡,堡,b,o,3,碉堡,,,p,ɔ
2357,頗,颇,p,u,1,偏頗,,,pʰ,ʊ
2358,頗,颇,p,u,3,非常,,,pʰ,ʊ
2359,幻,幻,h,uaen,6,幻想,,,x,uɛ̃
2360,惠,惠,h,uei,6,賢惠,,,x,uəi
2361,柄,柄,b,ien,5,把柄,,,p,iəŋ
2362,佳,佳,j,ia,1,十佳,,,tɕ,ia
2363,慘,惨,c,aen,3,悲慘,文讀,,tsʰ,ɛ̃
2364,慘,惨,c,un,3,,本音,,tsʰ,ʊ̃
2365,仇,仇,ch,eu,2,仇恨,,,tʂʰ,əɯ
2366,仇,仇,q,ieu,2,姓氏,,,tɕʰ,iəɯ
2367,御,御,,y,6,,,,,y
2368,窩,窝,,u,1,,,,,ʊ
2369,臘,腊,l,aeh,8,,,,l,ɛʔ
2370,宿,宿,s,oh,7,宿舍，一宿,,,s,ɔʔ
2371,宿,宿,x,ieu,5,星宿,,,ɕ,iəɯ
2372,劍,剑,j,in,5,,,,tɕ,ĩ
2373,滌,涤,t,ieh,8,,,,tʰ,iəʔ
2374,瞧,瞧,q,io,2,,,,tɕʰ,iɔ
2375,潑,泼,p,uh,7,,,,pʰ,ʊʔ
2376,罩,罩,zh,o,5,,,,tʂ,ɔ
2377,蔥,葱,c,on,1,,,,tsʰ,ɔŋ
2378,撈,捞,l,o,1,,,,l,ɔ
2379,撈,捞,l,o,2,,又音,,l,ɔ
2380,泊,泊,p,ah,8,停泊,,,pʰ,aʔ
2381,霍,霍,h,uah,7,姓氏,,,x,uaʔ
2382,霍,霍,v,ah,7,霍閃,,,ʋ,aʔ
2383,胎,胎,t,ae,1,,,,tʰ,ɛ
2384,蒼,苍,c,an,1,,,,tsʰ,aŋ
2385,湘,湘,x,ian,1,,,,ɕ,iaŋ
2386,濱,滨,b,ien,1,,,,p,iəŋ
2387,砍,砍,k,un,3,,,,kʰ,ʊ̃
2388,霞,霞,h,a,2,,,,x,a
2389,霞,霞,x,ia,2,,又音,,ɕ,ia
2390,邵,邵,sh,o,6,,,,ʂ,ɔ
2391,酬,酬,ch,eu,2,,,,tʂʰ,əɯ
2392,萄,萄,t,o,2,,,,tʰ,ɔ
2393,淮,淮,h,uae,2,,,,x,uɛ
2394,熊,熊,x,ion,2,,,,ɕ,iɔŋ
2395,瘋,疯,f,on,1,,,,f,ɔŋ
2396,遂,遂,c,uei,6,,,,tsʰ,uəi
2397,烘,烘,h,on,1,烘烤,,,x,ɔŋ
2398,烘,烘,h,on,5,臭烘烘,,,x,ɔŋ
2399,糞,粪,f,en,5,,,,f,əŋ
2400,戈,戈,g,u,1,,,,k,ʊ
2401,檔,档,d,an,5,,,,t,aŋ
2402,嫂,嫂,s,o,3,,,,s,ɔ
2403,裕,裕,,y,6,,,,,y
2404,駁,驳,b,ah,7,,,,p,aʔ
2405,徙,徙,x,i,3,,,,ɕ,i
2406,嚇,吓,h,eh,7,,,,x,əʔ
2407,捐,捐,j,iun,1,,,,tɕ,iʊ̃
2408,箭,箭,j,in,5,,,,tɕ,ĩ
2409,撐,撑,ch,en,1,,,,tʂʰ,əŋ
2410,腸,肠,ch,an,2,,,,tʂʰ,aŋ
2411,攤,摊,t,aen,1,,,,tʰ,ɛ̃
2412,殿,殿,t,in,6,宮殿,,,tʰ,ĩ
2413,殿,殿,d,in,5,殿軍,,,t,ĩ
2414,蓮,莲,l,in,2,,,,l,ĩ
2415,辨,辨,p,in,6,,,,pʰ,ĩ
2416,醬,酱,j,ian,5,,,,tɕ,iaŋ
2417,疫,疫,,yeh,8,,口語中多念yeh7,,,yəʔ
2418,哀,哀,ng,ae,1,,,,ŋ,ɛ
2419,堵,堵,d,v,3,,,,t,ʋ
2420,蔡,蔡,c,ae,5,,,,tsʰ,ɛ
2421,沫,沫,m,uh,8,泡沫,,,m,ʊʔ
2422,皺,皱,zh,eu,5,,,,tʂ,əɯ
2423,暢,畅,ch,an,5,,,,tʂʰ,aŋ
2424,疊,叠,t,ih,8,,,,tʰ,iʔ
2425,萊,莱,l,ae,2,,,,l,ɛ
2426,閣,阁,g,ah,7,,,,k,aʔ
2427,敲,敲,k,o,1,,,,kʰ,ɔ
2428,轄,辖,h,aeh,8,,,,x,ɛʔ
2429,痕,痕,h,en,2,,,,x,əŋ
2430,鉤,钩,g,eu,1,,,,k,əɯ
2431,壩,坝,b,a,5,堤壩，大壩,,,p,a
2432,溜,溜,l,ieu,1,,,,l,iəɯ
2433,丘,丘,q,ieu,1,,,,tɕʰ,iəɯ
2434,玄,玄,x,iun,2,,,,ɕ,iʊ̃
2435,禍,祸,h,u,6,,,,x,ʊ
2436,餓,饿,ng,u,6,,,,ŋ,ʊ
2437,曰,曰,,iuh,8,,,,,iʊ?
2438,曰,曰,,ya,1,,又音,,,ya
2439,彭,彭,p,on,2,,,,pʰ,ɔŋ
2440,邏,逻,l,u,2,,,,l,ʊ
2441,卿,卿,q,ien,1,,,,tɕʰ,iəŋ
2442,吞,吞,t,en,1,,,,tʰ,əŋ
2443,妨,妨,f,an,1,,,,f,aŋ
2444,妨,妨,f,an,2,,又音,,f,aŋ
2445,艇,艇,t,ien,3,,,,tʰ,iəŋ
2446,韋,韦,v,ei,2,,,,ʋ,əi
2447,怨,怨,,iun,5,,,,,iʊ̃
2448,柏,柏,b,oh,7,,,,p,ɔʔ
2449,歇,歇,x,ih,7,,,,ɕ,iʔ
2450,矮,矮,ng,ae,3,,,,ŋ,ɛ
2451,捻,捻,n,in,3,捻繩,,,n,ĩ
2452,捻,捻,n,ih,8,捏,,,n,iʔ
2453,祿,禄,l,oh,8,,,,l,ɔʔ
2454,郊,郊,j,io,1,,,,tɕ,iɔ
2455,漠,漠,m,ah,8,,,,m,aʔ
2456,冤,冤,,iun,1,,,,,iʊ̃
2457,宏,宏,h,on,2,,,,x,ɔŋ
2458,粹,粹,s,uei,5,,,,s,uəi
2459,顛,颠,d,in,1,,,,t,ĩ
2460,仙,仙,x,in,1,,,,ɕ,ĩ
2461,肪,肪,f,an,2,,,,f,aŋ
2462,刮,刮,g,uaeh,7,搜刮,,,k,uɛʔ
2463,押,押,ng,aeh,7,,,,ŋ,ɛʔ
2464,挨,挨,ng,ae,1,挨近,,,ŋ,ɛ
2465,捱,挨,ng,ae,2,捱餓,,,ŋ,ɛ
2466,娃,娃,v,a,2,,,,ʋ,a
2467,醛,醛,q,iun,2,,,,tɕʰ,iʊ̃
2468,拾,拾,sh,eh,8,,,,ʂ,əʔ
2469,勿,勿,v,eh,8,,,,ʋ,əʔ
2470,侯,侯,h,eu,2,,,,x,əɯ
2471,吪,吪,,u,2,,,,,ʊ
2472,夕,夕,x,ieh,7,,文讀音,,ɕ,iəʔ
2473,戀,恋,l,in,6,,,,l,ĩ
2474,鋅,锌,x,ien,1,,,金屬元素,ɕ,iəŋ
2475,兆,兆,ch,o,6,,,,tʂʰ,ɔ
2476,淋,淋,l,ien,2,淋雨,,,l,iəŋ
2477,淋,淋,l,ien,6,淋病,,,l,iəŋ
2478,蓬,蓬,p,on,2,,,,pʰ,ɔŋ
2479,豈,岂,q,i,3,,,,tɕʰ,i
2480,釉,釉,,ieu,6,,,,,iəɯ
2481,妄,妄,v,an,6,,,,ʋ,aŋ
2482,拘,拘,j,y,1,,,,tɕ,y
2483,捲,卷,j,iun,3,,,,tɕ,iʊ̃
2484,魂,魂,h,uen,2,,,,x,uəŋ
2485,摧,摧,c,uei,1,,,,tsʰ,uəi
2486,氟,氟,f,eh,8,,,化學元素,f,əʔ
2487,頌,颂,s,on,6,,,,s,ɔŋ
2488,渾,浑,h,uen,2,,,,x,uəŋ
2489,誘,诱,,ieu,6,,,,,iəɯ
2490,蹟,迹,j,ieh,7,,,,tɕ,iəʔ
2491,鈾,铀,,ieu,2,,,金屬元素,,iəɯ
2492,犁,犁,l,i,2,,,,l,i
2493,譴,谴,q,in,3,,,,tɕʰ,ĩ
2494,嘉,嘉,g,a,1,,白讀,,k,a
2495,墻,墙,q,ian,2,,,,tɕʰ,iaŋ
2496,戚,戚,q,ieh,7,,,,tɕʰ,iəʔ
2497,扯,扯,ch,a,3,,,,tʂʰ,a
2498,滋,滋,z,z,1,,,,ts,ɿ
2499,猶,犹,,ieu,2,,,,,iəɯ
2500,舶,舶,p,oh,8,,,,pʰ,ɔʔ
2501,萌,萌,m,on,2,,,,m,ɔŋ
2502,頒,颁,b,aen,1,,,,p,ɛ̃
2503,焊,焊,h,un,6,,,,x,ʊ̃
2504,舌,舌,sh,ih,8,,,,ʂ,iʔ
2505,匹,匹,p,ieh,7,,,,pʰ,iəʔ
2506,嘗,尝,sh,an,2,,,,ʂ,aŋ
2507,媳,媳,x,ieh,7,,,,ɕ,iəʔ
2508,肺,肺,f,ei,5,,,,f,əi
2509,掠,掠,l,iah,8,,,,l,iaʔ
2510,烹,烹,p,on,1,,,,pʰ,ɔŋ
2511,疲,疲,p,i,2,,,,pʰ,i
2512,釀,酿,n,ian,6,,,,n,iaŋ
2513,窄,窄,zh,eh,7,,,,tʂ,əʔ
2514,馳,驰,ch,r,2,,,,tʂʰ,ʅ
2515,鴉,鸦,ng,a,1,,,,ŋ,a
2516,狹,狭,h,aeh,8,,,,x,ɛʔ
2517,狹,狭,k,uaeh,7,促狹,,,kʰ,uɛʔ
2518,辱,辱,r,oh,8,,,,ɻ,ɔʔ
2519,契,契,q,i,5,契約,,,tɕʰ,i
2520,契,契,q,ih,7,契闊,,,tɕʰ,iʔ
2521,敦,敦,d,en,1,敦促,,,t,əŋ
2522,敦,敦,d,uei,1,逼迫，孤獨,,,t,uəi
2523,敦,敦,d,uei,5,一種器具,,,t,uəi
2524,敦,敦,t,un,2,叢聚的樣子,,,tʰ,ʊ̃
2525,遣,遣,q,in,3,,,,tɕʰ,ĩ
2526,菲,菲,f,ei,1,芳菲,,,f,əi
2527,菲,菲,f,ei,3,菲薄,,,f,əi
2528,韌,韧,r,en,6,,,,ɻ,əŋ
2529,拳,拳,q,iun,2,,,,tɕʰ,iʊ̃
2530,辣,辣,l,aeh,8,,,,l,ɛʔ
2531,稈,秆,g,un,3,,,,k,ʊ̃
2532,臥,卧,ng,u,6,,,,ŋ,ʊ
2533,醉,醉,z,uei,5,,,,ts,uəi
2534,醉,醉,j,y,5,,白讀,,tɕ,y
2535,墓,墓,m,u,6,,,,m,ʊ
2536,矣,矣,,i,3,,,,,i
2537,竭,竭,q,ih,8,,,,tɕʰ,iʔ
2538,茅,茅,m,o,2,,,,m,ɔ
2539,艷,艳,,in,6,,,,,ĩ
2540,輿,舆,,y,2,,,,,y
2542,締,缔,t,i,6,,,,tʰ,i
2543,賬,账,zh,an,5,,,,tʂ,aŋ
2544,尿,尿,n,io,6,,,,n,iɔ
2545,尿,尿,s,uei,1,,,,s,uəi
2546,尿,尿,x,y,1,,,,ɕ,y
2547,葬,葬,z,an,5,,,,ts,aŋ
2548,履,履,l,i,3,,,,l,i
2549,渣,渣,zh,a,1,,,,tʂ,a
2550,禽,禽,q,ien,2,,,,tɕʰ,iəŋ
2551,襯,衬,ch,en,5,,,,tʂʰ,əŋ
2552,賠,赔,p,ei,2,,,,pʰ,əi
2553,賠,赔,p,i,2,,白讀,,pʰ,i
2554,躲,躲,d,u,3,,,,t,ʊ
2555,奸,奸,g,aen,1,,白讀,,k,ɛ̃
2556,奸,奸,j,iaen,1,奸臣，奸計,文讀,,tɕ,iɛ̃
2557,溉,溉,g,ae,5,,,,k,ɛ
2558,稼,稼,g,a,5,,,,k,a
2559,稼,稼,j,ia,5,,,,tɕ,ia
2560,賊,贼,c,eh,8,,,,tsʰ,əʔ
2561,妃,妃,f,ei,1,,,,f,əi
2562,抖,抖,d,eu,3,,,,t,əɯ
2563,醋,醋,c,v,5,,,,tsʰ,ʋ
2564,廉,廉,l,in,2,,,,l,ĩ
2565,掀,掀,x,in,1,,,,ɕ,ĩ
2566,晴,晴,q,ien,2,,,,tɕʰ,iəŋ
2567,褲,裤,k,v,5,,,,kʰ,ʋ
2568,后,后,h,eu,6,皇后，后宮,,,x,əɯ
2569,茫,茫,m,an,2,,,,m,aŋ
2570,亥,亥,h,ae,6,,,,x,ɛ
2571,悠,悠,,ieu,1,,,,,iəɯ
2572,攔,拦,l,aen,2,,,,l,ɛ̃
2573,慧,慧,h,uei,6,,,,x,uəi
2574,闡,阐,ch,in,3,,,,tʂʰ,ĩ
2575,佐,佐,z,u,3,,,,ts,ʊ
2576,佐,佐,z,u,5,,又音,,ts,ʊ
2577,孝,孝,x,io,5,孝子,,,ɕ,iɔ
2578,豎,竖,sh,v,6,,,,ʂ,ʋ
2579,佩,佩,p,ei,5,,,,pʰ,əi
2580,繡,绣,x,ieu,5,,,,ɕ,iəɯ
2581,遙,遥,,io,2,,,,,iɔ
2582,麟,麟,l,ien,2,,,,l,iəŋ
2583,挽,挽,v,aen,3,,,,ʋ,ɛ̃
2584,捨,舍,sh,a,3,,,,ʂ,a
2585,逝,逝,sh,r,6,,,,ʂ,ʅ
2586,愁,愁,ch,eu,2,,,,tʂʰ,əɯ
2587,昭,昭,zh,o,1,,,,tʂ,ɔ
2588,肖,肖,x,io,5,肖像畫,,,ɕ,iɔ
2589,肖,肖,sh,o,5,肖屬（生肖），一肖（12年）,又音,用於肖數等詞,ʂ,ɔ
2590,窯,窑,,io,2,,,,,iɔ
2591,臭,臭,ch,eu,5,臭味,,,tʂʰ,əɯ
2592,臭,臭,x,ieu,5,乳臭,,,ɕ,iəɯ
2593,芬,芬,f,en,1,,,,f,əŋ
2594,逢,逢,f,on,2,,,,f,ɔŋ
2595,捷,捷,q,ih,8,,,,tɕʰ,iʔ
2596,堤,堤,t,i,2,,,,tʰ,i
2597,宙,宙,ch,eu,6,,,,tʂʰ,əɯ
2598,盲,盲,m,an,2,,,,m,aŋ
2599,閘,闸,ch,aeh,8,,,,tʂʰ,ɛʔ
2600,披,披,p,i,1,,,,pʰ,i
2601,輻,辐,f,oh,7,,,,f,ɔʔ
2602,鑿,凿,c,ah,8,鑿壁偷光，穿鑿,,,tsʰ,aʔ
2603,凶,凶,x,ion,1,,,,ɕ,iɔŋ
2604,幽,幽,,ieu,1,,,,,iəɯ
2605,拓,拓,t,ah,7,開拓,,,tʰ,aʔ
2606,拓,拓,t,aeh,7,拓本,,,tʰ,ɛʔ
2607,杠,杠,g,an,1,,,,k,aŋ
2608,狼,狼,l,an,2,,,,l,aŋ
2609,崩,崩,b,on,1,,,,p,ɔŋ
2610,慎,慎,sh,en,6,,,,ʂ,əŋ
2611,綢,绸,ch,eu,2,,,,tʂʰ,əɯ
2612,蜂,蜂,f,on,1,,,,f,ɔŋ
2613,惟,惟,v,ei,2,,,,ʋ,əi
2614,誓,誓,sh,r,6,,,,ʂ,ʅ
2615,錶,表,b,io,3,手錶,,,p,iɔ
2616,餐,餐,c,aen,1,,,,tsʰ,ɛ̃
2617,叉,叉,ch,a,1,,,,tʂʰ,a
2618,址,址,zh,r,3,,,,tʂ,ʅ
2619,幟,帜,zh,r,5,,,,tʂ,ʅ
2620,彌,弥,m,i,2,,,,m,i
2621,芝,芝,zh,r,1,,,,tʂ,ʅ
2622,僕,仆,p,oh,8,,,,pʰ,ɔʔ
2623,唉,唉,,ae,1,,,語氣詞,,ɛ
2624,濤,涛,t,o,2,,,,tʰ,ɔ
2625,慨,慨,k,ae,3,,,,kʰ,ɛ
2626,慨,慨,k,ae,5,,,,kʰ,ɛ
2627,翠,翠,c,uei,5,,,,tsʰ,uəi
2628,饑,饥,j,i,1,,,,tɕ,i
2629,劫,劫,j,ih,7,,,,tɕ,iʔ
2630,卜,卜,b,oh,7,占卜，卜卦,,,p,ɔʔ
2631,盒,盒,h,uh,8,,,,x,ʊʔ
2632,倘,倘,t,an,3,,,,tʰ,aŋ
2633,椒,椒,j,io,1,,,,tɕ,iɔ
2634,炳,炳,b,ien,3,,,,p,iəŋ
2635,畏,畏,v,ei,5,,,,ʋ,əi
2636,閤,合,g,uh,7,,,,k,ʊʔ
2637,頸,颈,j,ien,3,,,,tɕ,iəŋ
2638,凌,凌,l,ien,2,,,,l,iəŋ
2639,喉,喉,h,eu,2,,,,x,əɯ
2640,墾,垦,k,en,3,,,,kʰ,əŋ
2641,巾,巾,j,ien,1,,,,tɕ,iəŋ
2642,拚,拚,p,un,1,拚命,,,pʰ,ʊ̃
2643,獸,兽,sh,eu,5,,,,ʂ,əɯ
2644,乾,干,g,un,1,乾淨，乾燥,,,k,ʊ̃
2645,乾,乾,q,in,2,乾坤,,,tɕʰ,ĩ
2646,爽,爽,sh,uan,3,,,,ʂ,uaŋ
2647,蔽,蔽,b,i,5,,,,p,i
2648,蘆,芦,l,v,2,,,,l,ʋ
2649,掙,挣,zh,en,1,掙扎,,,tʂ,əŋ
2650,掙,挣,zh,en,5,掙錢,,,tʂ,əŋ
2651,竊,窃,q,ih,7,,,,tɕʰ,iʔ
2652,譚,谭,t,un,2,姓氏,,,tʰ,ʊ̃
2653,譚,谭,t,aen,2,天方夜譚,,同“談”,tʰ,ɛ̃
2654,謬,谬,m,ieu,6,,,,m,iəɯ
2655,褐,褐,h,uh,8,,,,x,ʊʔ
2656,傘,伞,s,aen,3,,,,s,ɛ̃
2657,儒,儒,r,v,2,,,,ɻ,ʋ
2658,翅,翅,zh,r,5,,,,tʂ,ʅ
2659,顫,颤,zh,in,5,,,,tʂ,ĩ
2660,剖,剖,p,eu,3,,,,pʰ,əɯ
2661,晃,晃,h,uan,5,,,,x,uaŋ
2662,胚,胚,p,ei,1,,,,pʰ,əi
2663,湊,凑,c,eu,5,,,,tsʰ,əɯ
2664,濁,浊,ch,uah,8,,,,tʂʰ,uaʔ
2665,眠,眠,m,in,2,,,,m,ĩ
2666,杰,杰,q,ih,8,,,,tɕʰ,iʔ
2667,霜,霜,sh,uan,1,,,,ʂ,uaŋ
2668,礁,礁,j,io,1,,,,tɕ,iɔ
2669,蔑,蔑,m,ih,8,,,,m,iʔ
2670,喀,喀,k,eh,7,嘔吐聲,,,kʰ,əʔ
2671,喀,喀,k,a,1,,譯音用字,,kʰ,a
2672,喀,喀,k,a,3,喀痰,,,kʰ,a
2673,抄,抄,ch,o,1,,,,tʂʰ,ɔ
2674,奈,奈,n,ae,6,,,,n,ɛ
2675,闖,闯,ch,uan,3,闖將,,,tʂʰ,uaŋ
2676,闖,闯,ch,en,5,出頭的樣子,,,tʂʰ,əŋ
2677,碑,碑,b,ei,1,,,,p,əi
2678,耶,耶,,ia,2,,,,,ia
2679,蓉,蓉,,ion,2,,,,,iɔŋ
